date,division,index,description
5/1/2021,7,113.7,Transport
6/1/2021,7,113.7,Transport
7/1/2021,7,113.8,Transport
8/1/2021,7,113.8,Transport
9/1/2021,7,113.8,Transport
10/1/2021,7,114,Transport
11/1/2021,7,114.2,Transport
12/1/2021,7,114.4,Transport
1/1/2022,7,114.9,Transport
2/1/2022,7,115.1,Transport
3/1/2022,7,115.5,Transport
4/1/2022,7,115.7,Transport
5/1/2022,7,116.3,Transport
6/1/2022,7,116.8,Transport
7/1/2022,7,117.1,Transport
8/1/2022,7,117,Transport
9/1/2022,7,117.3,Transport
10/1/2022,7,117.4,Transport
11/1/2022,7,117.5,Transport
12/1/2022,7,117.4,Transport
1/1/2023,7,117.4,Transport
2/1/2023,7,117.5,Transport
3/1/2023,7,117.6,Transport
4/1/2023,7,117.8,Transport
5/1/2023,7,117.9,Transport
6/1/2023,7,117.9,Transport
7/1/2023,7,118,Transport
8/1/2023,7,118.1,Transport
9/1/2023,7,118.1,Transport
10/1/2023,7,118.3,Transport
11/1/2023,7,118.3,Transport
12/1/2023,7,118.3,Transport
1/1/2024,7,118.3,Transport
2/1/2024,7,118.7,Transport
3/1/2024,7,118.6,Transport
4/1/2024,7,118.7,Transport
5/1/2024,7,118.7,Transport
6/1/2024,7,119,Transport
7/1/2024,7,119.1,Transport
8/1/2024,7,119.3,Transport
9/1/2024,7,119.2,Transport
10/1/2024,7,119.1,Transport
11/1/2024,7,119.1,Transport
12/1/2024,7,119.2,Transport
1/1/2025,7,119.5,Transport
2/1/2025,7,119.7,Transport
3/1/2025,7,119.6,Transport
4/1/2025,7,119.6,Transport
5/1/2025,7,119.7,Transport
6/1/2025,7,119.7,Transport
7/1/2025,7,120,Transport
8/1/2025,7,120.1,Transport
9/1/2025,7,120.2,Transport
10/1/2025,7,118.8,Transport
11/1/2025,7,118.8,Transport
12/1/2025,7,118.9,Transport
1/1/2026,7,118.7,Transport
2/1/2026,7,119.1,Transport
3/1/2026,7,120.6,Transport
1/1/2020,8,97.2,Information & Communication
2/1/2020,8,97.2,Information & Communication
3/1/2020,8,97.2,Information & Communication
4/1/2020,8,97.2,Information & Communication
5/1/2020,8,97.2,Information & Communication
6/1/2020,8,97.2,Information & Communication
7/1/2020,8,97.2,Information & Communication
8/1/2020,8,97.2,Information & Communication
9/1/2020,8,97.2,Information & Communication
10/1/2020,8,97.2,Information & Communication
11/1/2020,8,97.2,Information & Communication
12/1/2020,8,97.2,Information & Communication
1/1/2021,8,97.2,Information & Communication
2/1/2021,8,97.2,Information & Communication
3/1/2021,8,97.2,Information & Communication
4/1/2021,8,97.2,Information & Communication
5/1/2021,8,97.2,Information & Communication
6/1/2021,8,97.2,Information & Communication
7/1/2021,8,97.2,Information & Communication
8/1/2021,8,97.2,Information & Communication
9/1/2021,8,97.2,Information & Communication
10/1/2021,8,97.2,Information & Communication
11/1/2021,8,97.2,Information & Communication
12/1/2021,8,97.2,Information & Communication
1/1/2022,8,97.2,Information & Communication
2/1/2022,8,97.2,Information & Communication
3/1/2022,8,97.2,Information & Communication
4/1/2022,8,97.2,Information & Communication
5/1/2022,8,97.2,Information & Communication
6/1/2022,8,97.2,Information & Communication
7/1/2022,8,97.1,Information & Communication
8/1/2022,8,97.1,Information & Communication
9/1/2022,8,97.1,Information & Communication
10/1/2022,8,97.1,Information & Communication
11/1/2022,8,97.1,Information & Communication
12/1/2022,8,97.1,Information & Communication
1/1/2023,8,96.8,Information & Communication
2/1/2023,8,96.8,Information & Communication
3/1/2023,8,96.8,Information & Communication
4/1/2023,8,96.8,Information & Communication
5/1/2023,8,96.3,Information & Communication
6/1/2023,8,96.3,Information & Communication
7/1/2023,8,96.3,Information & Communication
8/1/2023,8,96.3,Information & Communication
9/1/2023,8,96.3,Information & Communication
10/1/2023,8,96.3,Information & Communication
11/1/2023,8,96.3,Information & Communication
12/1/2023,8,96.3,Information & Communication
1/1/2024,8,96.3,Information & Communication
2/1/2024,8,96.3,Information & Communication
3/1/2024,8,96.3,Information & Communication
4/1/2024,8,96.3,Information & Communication
5/1/2024,8,96.8,Information & Communication
6/1/2024,8,96.8,Information & Communication
7/1/2024,8,96.8,Information & Communication
8/1/2024,8,96.8,Information & Communication
9/1/2024,8,96.8,Information & Communication
10/1/2024,8,95.4,Information & Communication
11/1/2024,8,94.2,Information & Communication
12/1/2024,8,92.9,Information & Communication
1/1/2025,8,93.2,Information & Communication
2/1/2025,8,93.2,Information & Communication
3/1/2025,8,93.2,Information & Communication
4/1/2025,8,93.7,Information & Communication
5/1/2025,8,93.6,Information & Communication
6/1/2025,8,93.7,Information & Communication
7/1/2025,8,93,Information & Communication
8/1/2025,8,93.6,Information & Communication
9/1/2025,8,94.3,Information & Communication
10/1/2025,8,94.3,Information & Communication
11/1/2025,8,93.6,Information & Communication
12/1/2025,8,94,Information & Communication
1/1/2026,8,94,Information & Communication
2/1/2026,8,93.5,Information & Communication
3/1/2026,8,94.2,Information & Communication
1/1/2020,9,113.1,"Recreation, Sport & Culture"
2/1/2020,9,113.1,"Recreation, Sport & Culture"
3/1/2020,9,113,"Recreation, Sport & Culture"
4/1/2020,9,113,"Recreation, Sport & Culture"
5/1/2020,9,113,"Recreation, Sport & Culture"
6/1/2020,9,113.1,"Recreation, Sport & Culture"
7/1/2020,9,113.2,"Recreation, Sport & Culture"
8/1/2020,9,112.8,"Recreation, Sport & Culture"
9/1/2020,9,112.9,"Recreation, Sport & Culture"
10/1/2020,9,112.9,"Recreation, Sport & Culture"
11/1/2020,9,112.9,"Recreation, Sport & Culture"
12/1/2020,9,112.9,"Recreation, Sport & Culture"
1/1/2021,9,113,"Recreation, Sport & Culture"
2/1/2021,9,113.1,"Recreation, Sport & Culture"
3/1/2021,9,113.6,"Recreation, Sport & Culture"
4/1/2021,9,113.8,"Recreation, Sport & Culture"
5/1/2021,9,113.8,"Recreation, Sport & Culture"
6/1/2021,9,113.8,"Recreation, Sport & Culture"
7/1/2021,9,113.8,"Recreation, Sport & Culture"
8/1/2021,9,113.8,"Recreation, Sport & Culture"
9/1/2021,9,113.8,"Recreation, Sport & Culture"
10/1/2021,9,113.3,"Recreation, Sport & Culture"
11/1/2021,9,113.3,"Recreation, Sport & Culture"
12/1/2021,9,113.9,"Recreation, Sport & Culture"
1/1/2022,9,114.8,"Recreation, Sport & Culture"
2/1/2022,9,115.8,"Recreation, Sport & Culture"
3/1/2022,9,115.3,"Recreation, Sport & Culture"
4/1/2022,9,115.8,"Recreation, Sport & Culture"
5/1/2022,9,116.1,"Recreation, Sport & Culture"
6/1/2022,9,116.6,"Recreation, Sport & Culture"
7/1/2022,9,117,"Recreation, Sport & Culture"
8/1/2022,9,117,"Recreation, Sport & Culture"
9/1/2022,9,117.5,"Recreation, Sport & Culture"
10/1/2022,9,117.2,"Recreation, Sport & Culture"
11/1/2022,9,117.8,"Recreation, Sport & Culture"
12/1/2022,9,116,"Recreation, Sport & Culture"
1/1/2023,9,117.9,"Recreation, Sport & Culture"
2/1/2023,9,117.1,"Recreation, Sport & Culture"
3/1/2023,9,117.2,"Recreation, Sport & Culture"
4/1/2023,9,118,"Recreation, Sport & Culture"
5/1/2023,9,118.5,"Recreation, Sport & Culture"
6/1/2023,9,118.8,"Recreation, Sport & Culture"
7/1/2023,9,118.2,"Recreation, Sport & Culture"
8/1/2023,9,118.4,"Recreation, Sport & Culture"
9/1/2023,9,118.1,"Recreation, Sport & Culture"
10/1/2023,9,117.9,"Recreation, Sport & Culture"
11/1/2023,9,118,"Recreation, Sport & Culture"
12/1/2023,9,118.8,"Recreation, Sport & Culture"
1/1/2024,9,119,"Recreation, Sport & Culture"
2/1/2024,9,119.1,"Recreation, Sport & Culture"
3/1/2024,9,119,"Recreation, Sport & Culture"
4/1/2024,9,119.8,"Recreation, Sport & Culture"
5/1/2024,9,119.8,"Recreation, Sport & Culture"
6/1/2024,9,120,"Recreation, Sport & Culture"
7/1/2024,9,120.1,"Recreation, Sport & Culture"
8/1/2024,9,120,"Recreation, Sport & Culture"
9/1/2024,9,119.9,"Recreation, Sport & Culture"
10/1/2024,9,119.8,"Recreation, Sport & Culture"
11/1/2024,9,119.9,"Recreation, Sport & Culture"
12/1/2024,9,120,"Recreation, Sport & Culture"
1/1/2025,9,120.1,"Recreation, Sport & Culture"
2/1/2025,9,119.8,"Recreation, Sport & Culture"
3/1/2025,9,119.8,"Recreation, Sport & Culture"
4/1/2025,9,120.2,"Recreation, Sport & Culture"
5/1/2025,9,120.2,"Recreation, Sport & Culture"
6/1/2025,9,120.3,"Recreation, Sport & Culture"
7/1/2025,9,120.3,"Recreation, Sport & Culture"
8/1/2025,9,120.3,"Recreation, Sport & Culture"
9/1/2025,9,120.3,"Recreation, Sport & Culture"
10/1/2025,9,120.4,"Recreation, Sport & Culture"
11/1/2025,9,120.5,"Recreation, Sport & Culture"
12/1/2025,9,120.5,"Recreation, Sport & Culture"
1/1/2026,9,120.6,"Recreation, Sport & Culture"
2/1/2026,9,120.7,"Recreation, Sport & Culture"
3/1/2026,9,120.9,"Recreation, Sport & Culture"
1/1/2020,10,116.9,Education
2/1/2020,10,116.9,Education
3/1/2020,10,117,Education
4/1/2020,10,116.9,Education
5/1/2020,10,116.9,Education
6/1/2020,10,116.8,Education
7/1/2020,10,117,Education
8/1/2020,10,117,Education
9/1/2020,10,117,Education
10/1/2020,10,117,Education
11/1/2020,10,117,Education
12/1/2020,10,117,Education
1/1/2021,10,116.9,Education
2/1/2021,10,116.9,Education
3/1/2021,10,116.9,Education
4/1/2021,10,117,Education
5/1/2021,10,117,Education
6/1/2021,10,117,Education
7/1/2021,10,117,Education
8/1/2021,10,116.8,Education
9/1/2021,10,116.8,Education
10/1/2021,10,116.8,Education
11/1/2021,10,116.9,Education
12/1/2021,10,116.9,Education
1/1/2022,10,117.3,Education
2/1/2022,10,117.4,Education
3/1/2022,10,117.3,Education
4/1/2022,10,117.5,Education
5/1/2022,10,117.5,Education
6/1/2022,10,117.7,Education
7/1/2022,10,117.8,Education
8/1/2022,10,117.8,Education
9/1/2022,10,117.8,Education
10/1/2022,10,117.8,Education
11/1/2022,10,117.9,Education
12/1/2022,10,117.9,Education
1/1/2023,10,118.2,Education
2/1/2023,10,118.5,Education
3/1/2023,10,118.6,Education
4/1/2023,10,118.7,Education
5/1/2023,10,118.9,Education
6/1/2023,10,119.1,Education
7/1/2023,10,119.1,Education
8/1/2023,10,119.3,Education
9/1/2023,10,119.3,Education
10/1/2023,10,119.4,Education
11/1/2023,10,119.4,Education
12/1/2023,10,119.4,Education
1/1/2024,10,119.6,Education
2/1/2024,10,119.9,Education
3/1/2024,10,120,Education
4/1/2024,10,120.2,Education
5/1/2024,10,120.5,Education
6/1/2024,10,120.7,Education
7/1/2024,10,120.8,Education
8/1/2024,10,120.8,Education
9/1/2024,10,120.8,Education
10/1/2024,10,121,Education
11/1/2024,10,121.1,Education
12/1/2024,10,121.1,Education
1/1/2025,10,121.2,Education
2/1/2025,10,121.7,Education
3/1/2025,10,122.5,Education
4/1/2025,10,122.7,Education
5/1/2025,10,123,Education
6/1/2025,10,123.2,Education
7/1/2025,10,123.4,Education
8/1/2025,10,123.5,Education
9/1/2025,10,123.5,Education
10/1/2025,10,124,Education
11/1/2025,10,124.2,Education
12/1/2025,10,124.5,Education
1/1/2026,10,125.1,Education
2/1/2026,10,125.3,Education
3/1/2026,10,125.4,Education
1/1/2020,11,134.5,Restaurant & Accommodation Services
2/1/2020,11,134.8,Restaurant & Accommodation Services
3/1/2020,11,134.8,Restaurant & Accommodation Services
4/1/2020,11,134.7,Restaurant & Accommodation Services
5/1/2020,11,134.8,Restaurant & Accommodation Services
6/1/2020,11,134.8,Restaurant & Accommodation Services
7/1/2020,11,134.9,Restaurant & Accommodation Services
8/1/2020,11,135,Restaurant & Accommodation Services
9/1/2020,11,135.2,Restaurant & Accommodation Services
10/1/2020,11,135.3,Restaurant & Accommodation Services
11/1/2020,11,135.3,Restaurant & Accommodation Services
12/1/2020,11,135.3,Restaurant & Accommodation Services
1/1/2021,11,135.4,Restaurant & Accommodation Services
2/1/2021,11,135.5,Restaurant & Accommodation Services
3/1/2021,11,135.6,Restaurant & Accommodation Services
4/1/2021,11,135.7,Restaurant & Accommodation Services
5/1/2021,11,135.8,Restaurant & Accommodation Services
6/1/2021,11,135.8,Restaurant & Accommodation Services
7/1/2021,11,135.9,Restaurant & Accommodation Services
8/1/2021,11,135.9,Restaurant & Accommodation Services
9/1/2021,11,135.9,Restaurant & Accommodation Services
10/1/2021,11,136.2,Restaurant & Accommodation Services
11/1/2021,11,136.5,Restaurant & Accommodation Services
12/1/2021,11,137,Restaurant & Accommodation Services
1/1/2022,11,138.6,Restaurant & Accommodation Services
2/1/2022,11,139.2,Restaurant & Accommodation Services
3/1/2022,11,139.8,Restaurant & Accommodation Services
4/1/2022,11,140.6,Restaurant & Accommodation Services
5/1/2022,11,141.1,Restaurant & Accommodation Services
6/1/2022,11,142.9,Restaurant & Accommodation Services
7/1/2022,11,144.4,Restaurant & Accommodation Services
8/1/2022,11,145.2,Restaurant & Accommodation Services
9/1/2022,11,145.7,Restaurant & Accommodation Services
10/1/2022,11,146.4,Restaurant & Accommodation Services
11/1/2022,11,147.1,Restaurant & Accommodation Services
12/1/2022,11,147.7,Restaurant & Accommodation Services
1/1/2023,11,148.7,Restaurant & Accommodation Services
2/1/2023,11,149.9,Restaurant & Accommodation Services
3/1/2023,11,150.2,Restaurant & Accommodation Services
4/1/2023,11,150.4,Restaurant & Accommodation Services
5/1/2023,11,150.8,Restaurant & Accommodation Services
6/1/2023,11,151.1,Restaurant & Accommodation Services
7/1/2023,11,151.4,Restaurant & Accommodation Services
8/1/2023,11,151.9,Restaurant & Accommodation Services
9/1/2023,11,152.2,Restaurant & Accommodation Services
10/1/2023,11,152.9,Restaurant & Accommodation Services
11/1/2023,11,153.3,Restaurant & Accommodation Services
12/1/2023,11,153.5,Restaurant & Accommodation Services
1/1/2024,11,153.7,Restaurant & Accommodation Services
2/1/2024,11,154.7,Restaurant & Accommodation Services
3/1/2024,11,155.5,Restaurant & Accommodation Services
4/1/2024,11,156.3,Restaurant & Accommodation Services
5/1/2024,11,156.8,Restaurant & Accommodation Services
6/1/2024,11,157.4,Restaurant & Accommodation Services
7/1/2024,11,157.9,Restaurant & Accommodation Services
8/1/2024,11,158.4,Restaurant & Accommodation Services
9/1/2024,11,158.5,Restaurant & Accommodation Services
10/1/2024,11,158.8,Restaurant & Accommodation Services
11/1/2024,11,159.1,Restaurant & Accommodation Services
12/1/2024,11,159.5,Restaurant & Accommodation Services
1/1/2025,11,160.1,Restaurant & Accommodation Services
2/1/2025,11,160.9,Restaurant & Accommodation Services
3/1/2025,11,161.1,Restaurant & Accommodation Services
4/1/2025,11,161.6,Restaurant & Accommodation Services
5/1/2025,11,162.3,Restaurant & Accommodation Services
6/1/2025,11,162.5,Restaurant & Accommodation Services
7/1/2025,11,163.8,Restaurant & Accommodation Services
8/1/2025,11,164.2,Restaurant & Accommodation Services
9/1/2025,11,164.3,Restaurant & Accommodation Services
10/1/2025,11,164.7,Restaurant & Accommodation Services
11/1/2025,11,164.9,Restaurant & Accommodation Services
12/1/2025,11,165.2,Restaurant & Accommodation Services
1/1/2026,11,165.5,Restaurant & Accommodation Services
2/1/2026,11,166,Restaurant & Accommodation Services
3/1/2026,11,166.1,Restaurant & Accommodation Services
1/1/2020,12,112.1,Financial Services
2/1/2020,12,112.1,Financial Services
3/1/2020,12,112.2,Financial Services
4/1/2020,12,112.2,Financial Services
5/1/2020,12,112.2,Financial Services
6/1/2020,12,112.2,Financial Services
7/1/2020,12,112.2,Financial Services
8/1/2020,12,112.2,Financial Services
9/1/2020,12,112.2,Financial Services
10/1/2020,12,112.2,Financial Services
11/1/2020,12,112.2,Financial Services
12/1/2020,12,112.2,Financial Services
1/1/2021,12,112.2,Financial Services
2/1/2021,12,112.2,Financial Services
3/1/2021,12,112.2,Financial Services
4/1/2021,12,112.2,Financial Services
5/1/2021,12,112.2,Financial Services
6/1/2021,12,112.2,Financial Services
7/1/2021,12,112.2,Financial Services
8/1/2021,12,112.2,Financial Services
9/1/2021,12,112.2,Financial Services
10/1/2021,12,112.2,Financial Services
11/1/2021,12,112.2,Financial Services
12/1/2021,12,112.2,Financial Services
1/1/2022,12,112.2,Financial Services
2/1/2022,12,112.2,Financial Services
3/1/2022,12,112.2,Financial Services
4/1/2022,12,112.2,Financial Services
5/1/2022,12,112.2,Financial Services
6/1/2022,12,112.3,Financial Services
7/1/2022,12,112.3,Financial Services
8/1/2022,12,112.3,Financial Services
9/1/2022,12,112.4,Financial Services
10/1/2022,12,112.4,Financial Services
11/1/2022,12,112.4,Financial Services
12/1/2022,12,112.3,Financial Services
1/1/2023,12,112.3,Financial Services
2/1/2023,12,112.3,Financial Services
3/1/2023,12,112.3,Financial Services
4/1/2023,12,112.3,Financial Services
5/1/2023,12,112.3,Financial Services
6/1/2023,12,112.3,Financial Services
7/1/2023,12,112.1,Financial Services
8/1/2023,12,112.1,Financial Services
9/1/2023,12,112.1,Financial Services
10/1/2023,12,112.1,Financial Services
11/1/2023,12,112.1,Financial Services
12/1/2023,12,112.1,Financial Services
1/1/2024,12,112.1,Financial Services
2/1/2024,12,112.1,Financial Services
3/1/2024,12,112.1,Financial Services
4/1/2024,12,112.2,Financial Services
5/1/2024,12,112.4,Financial Services
6/1/2024,12,112.4,Financial Services
7/1/2024,12,113.1,Financial Services
8/1/2024,12,113.1,Financial Services
9/1/2024,12,113.1,Financial Services
10/1/2024,12,113.1,Financial Services
11/1/2024,12,113.1,Financial Services
12/1/2024,12,113.1,Financial Services
1/1/2025,12,113.1,Financial Services
2/1/2025,12,114.2,Financial Services
3/1/2025,12,114.3,Financial Services
4/1/2025,12,114.3,Financial Services
5/1/2025,12,114.3,Financial Services
6/1/2025,12,114.3,Financial Services
7/1/2025,12,115.4,Financial Services
8/1/2025,12,116.2,Financial Services
9/1/2025,12,116.2,Financial Services
10/1/2025,12,116.2,Financial Services
11/1/2025,12,116.2,Financial Services
12/1/2025,12,116.2,Financial Services
1/1/2026,12,116.2,Financial Services
2/1/2026,12,116.2,Financial Services
3/1/2026,12,116.6,Financial Services
1/1/2020,13,115.7,"Personal Care, Social Protection & Miscellaneous Goods & Services"
2/1/2020,13,115.7,"Personal Care, Social Protection & Miscellaneous Goods & Services"
3/1/2020,13,115.9,"Personal Care, Social Protection & Miscellaneous Goods & Services"
4/1/2020,13,115.1,"Personal Care, Social Protection & Miscellaneous Goods & Services"
5/1/2020,13,115.5,"Personal Care, Social Protection & Miscellaneous Goods & Services"
6/1/2020,13,116.1,"Personal Care, Social Protection & Miscellaneous Goods & Services"
7/1/2020,13,116.4,"Personal Care, Social Protection & Miscellaneous Goods & Services"
8/1/2020,13,116.8,"Personal Care, Social Protection & Miscellaneous Goods & Services"
9/1/2020,13,116.8,"Personal Care, Social Protection & Miscellaneous Goods & Services"
10/1/2020,13,116.8,"Personal Care, Social Protection & Miscellaneous Goods & Services"
11/1/2020,13,116.9,"Personal Care, Social Protection & Miscellaneous Goods & Services"
12/1/2020,13,116.8,"Personal Care, Social Protection & Miscellaneous Goods & Services"
1/1/2021,13,116.9,"Personal Care, Social Protection & Miscellaneous Goods & Services"
2/1/2021,13,116.7,"Personal Care, Social Protection & Miscellaneous Goods & Services"
3/1/2021,13,116.7,"Personal Care, Social Protection & Miscellaneous Goods & Services"
4/1/2021,13,116.7,"Personal Care, Social Protection & Miscellaneous Goods & Services"
5/1/2021,13,116.8,"Personal Care, Social Protection & Miscellaneous Goods & Services"
6/1/2021,13,116.8,"Personal Care, Social Protection & Miscellaneous Goods & Services"
7/1/2021,13,116.8,"Personal Care, Social Protection & Miscellaneous Goods & Services"
8/1/2021,13,116.9,"Personal Care, Social Protection & Miscellaneous Goods & Services"
9/1/2021,13,117,"Personal Care, Social Protection & Miscellaneous Goods & Services"
10/1/2021,13,117.5,"Personal Care, Social Protection & Miscellaneous Goods & Services"
11/1/2021,13,117.6,"Personal Care, Social Protection & Miscellaneous Goods & Services"
12/1/2021,13,117.8,"Personal Care, Social Protection & Miscellaneous Goods & Services"
1/1/2022,13,118,"Personal Care, Social Protection & Miscellaneous Goods & Services"
2/1/2022,13,118.2,"Personal Care, Social Protection & Miscellaneous Goods & Services"
3/1/2022,13,118.7,"Personal Care, Social Protection & Miscellaneous Goods & Services"
4/1/2022,13,118.8,"Personal Care, Social Protection & Miscellaneous Goods & Services"
5/1/2022,13,118.9,"Personal Care, Social Protection & Miscellaneous Goods & Services"
6/1/2022,13,119.3,"Personal Care, Social Protection & Miscellaneous Goods & Services"
7/1/2022,13,119.4,"Personal Care, Social Protection & Miscellaneous Goods & Services"
8/1/2022,13,119.5,"Personal Care, Social Protection & Miscellaneous Goods & Services"
9/1/2022,13,119.7,"Personal Care, Social Protection & Miscellaneous Goods & Services"
10/1/2022,13,120,"Personal Care, Social Protection & Miscellaneous Goods & Services"
11/1/2022,13,120.4,"Personal Care, Social Protection & Miscellaneous Goods & Services"
12/1/2022,13,120.4,"Personal Care, Social Protection & Miscellaneous Goods & Services"
1/1/2023,13,120.6,"Personal Care, Social Protection & Miscellaneous Goods & Services"
2/1/2023,13,121.1,"Personal Care, Social Protection & Miscellaneous Goods & Services"
3/1/2023,13,121.3,"Personal Care, Social Protection & Miscellaneous Goods & Services"
4/1/2023,13,121.6,"Personal Care, Social Protection & Miscellaneous Goods & Services"
5/1/2023,13,122.1,"Personal Care, Social Protection & Miscellaneous Goods & Services"
6/1/2023,13,122.3,"Personal Care, Social Protection & Miscellaneous Goods & Services"
7/1/2023,13,122.3,"Personal Care, Social Protection & Miscellaneous Goods & Services"
8/1/2023,13,122.5,"Personal Care, Social Protection & Miscellaneous Goods & Services"
9/1/2023,13,122.7,"Personal Care, Social Protection & Miscellaneous Goods & Services"
10/1/2023,13,122.8,"Personal Care, Social Protection & Miscellaneous Goods & Services"
11/1/2023,13,123,"Personal Care, Social Protection & Miscellaneous Goods & Services"
12/1/2023,13,123.3,"Personal Care, Social Protection & Miscellaneous Goods & Services"
1/1/2024,13,123.5,"Personal Care, Social Protection & Miscellaneous Goods & Services"
2/1/2024,13,123.8,"Personal Care, Social Protection & Miscellaneous Goods & Services"
3/1/2024,13,124.2,"Personal Care, Social Protection & Miscellaneous Goods & Services"
4/1/2024,13,125,"Personal Care, Social Protection & Miscellaneous Goods & Services"
5/1/2024,13,125.3,"Personal Care, Social Protection & Miscellaneous Goods & Services"
6/1/2024,13,125.3,"Personal Care, Social Protection & Miscellaneous Goods & Services"
7/1/2024,13,125.5,"Personal Care, Social Protection & Miscellaneous Goods & Services"
8/1/2024,13,126.3,"Personal Care, Social Protection & Miscellaneous Goods & Services"
9/1/2024,13,126.2,"Personal Care, Social Protection & Miscellaneous Goods & Services"
10/1/2024,13,126.4,"Personal Care, Social Protection & Miscellaneous Goods & Services"
11/1/2024,13,126.9,"Personal Care, Social Protection & Miscellaneous Goods & Services"
12/1/2024,13,126.8,"Personal Care, Social Protection & Miscellaneous Goods & Services"
1/1/2025,13,127,"Personal Care, Social Protection & Miscellaneous Goods & Services"
2/1/2025,13,127.7,"Personal Care, Social Protection & Miscellaneous Goods & Services"
3/1/2025,13,128.2,"Personal Care, Social Protection & Miscellaneous Goods & Services"
4/1/2025,13,129.5,"Personal Care, Social Protection & Miscellaneous Goods & Services"
5/1/2025,13,129.3,"Personal Care, Social Protection & Miscellaneous Goods & Services"
6/1/2025,13,129.8,"Personal Care, Social Protection & Miscellaneous Goods & Services"
7/1/2025,13,129.7,"Personal Care, Social Protection & Miscellaneous Goods & Services"
8/1/2025,13,130,"Personal Care, Social Protection & Miscellaneous Goods & Services"
9/1/2025,13,130.7,"Personal Care, Social Protection & Miscellaneous Goods & Services"
10/1/2025,13,132.2,"Personal Care, Social Protection & Miscellaneous Goods & Services"
11/1/2025,13,132.2,"Personal Care, Social Protection & Miscellaneous Goods & Services"
12/1/2025,13,132.3,"Personal Care, Social Protection & Miscellaneous Goods & Services"
1/1/2026,13,133.4,"Personal Care, Social Protection & Miscellaneous Goods & Services"
2/1/2026,13,134.1,"Personal Care, Social Protection & Miscellaneous Goods & Services"
3/1/2026,13,134.4,"Personal Care, Social Protection & Miscellaneous Goods & Services"
