date,division,index
2016-01-01,overall,115.15
2017-01-01,overall,119.525
2018-01-01,overall,120.6833333
2019-01-01,overall,121.4833333
2020-01-01,overall,120.1
2021-01-01,overall,123.075
2022-01-01,overall,127.2333333
2023-01-01,overall,130.4
2024-01-01,overall,132.7916667
2025-01-01,overall,134.625
