state,date,division,index
Sabah,6/1/2024,overall,122.3
Sabah,7/1/2024,overall,122.4
Sabah,8/1/2024,overall,122.5
Sabah,9/1/2024,overall,122.6
Sabah,10/1/2024,overall,122.6
Sabah,11/1/2024,overall,122.6
Sabah,12/1/2024,overall,122.5
Sabah,1/1/2025,overall,122.7
Sabah,2/1/2025,overall,123.1
Sabah,3/1/2025,overall,123.2
Sabah,4/1/2025,overall,123.4
Sabah,5/1/2025,overall,123.6
Sabah,6/1/2025,overall,123.6
Sabah,7/1/2025,overall,123.7
Sabah,8/1/2025,overall,124.1
Sabah,9/1/2025,overall,124.2
Sabah,10/1/2025,overall,124.2
Sabah,11/1/2025,overall,124.2
Sabah,12/1/2025,overall,124.3
Sabah,1/1/2026,overall,124.4
Sabah,2/1/2026,overall,125.3
Sabah,3/1/2026,overall,125.8
Sarawak,1/1/2020,overall,117.3
Sarawak,2/1/2020,overall,117.4
Sarawak,3/1/2020,overall,115.7
Sarawak,4/1/2020,overall,112.3
Sarawak,5/1/2020,overall,112.5
Sarawak,6/1/2020,overall,113.8
Sarawak,7/1/2020,overall,114.6
Sarawak,8/1/2020,overall,114.4
Sarawak,9/1/2020,overall,114.4
Sarawak,10/1/2020,overall,114.5
Sarawak,11/1/2020,overall,114.4
Sarawak,12/1/2020,overall,115
Sarawak,1/1/2021,overall,115.9
Sarawak,2/1/2021,overall,116.6
Sarawak,3/1/2021,overall,117.1
Sarawak,4/1/2021,overall,117.1
Sarawak,5/1/2021,overall,117.1
Sarawak,6/1/2021,overall,117.1
Sarawak,7/1/2021,overall,117.2
Sarawak,8/1/2021,overall,117.2
Sarawak,9/1/2021,overall,117.3
Sarawak,10/1/2021,overall,117.3
Sarawak,11/1/2021,overall,117.5
Sarawak,12/1/2021,overall,117.9
Sarawak,1/1/2022,overall,118.3
Sarawak,2/1/2022,overall,118.9
Sarawak,3/1/2022,overall,119.1
Sarawak,4/1/2022,overall,119.3
Sarawak,5/1/2022,overall,119.9
Sarawak,6/1/2022,overall,120.8
Sarawak,7/1/2022,overall,121.4
Sarawak,8/1/2022,overall,121.8
Sarawak,9/1/2022,overall,122
Sarawak,10/1/2022,overall,122.3
Sarawak,11/1/2022,overall,123
Sarawak,12/1/2022,overall,122.7
Sarawak,1/1/2023,overall,123.4
Sarawak,2/1/2023,overall,123.6
Sarawak,3/1/2023,overall,123.6
Sarawak,4/1/2023,overall,123.9
Sarawak,5/1/2023,overall,124.1
Sarawak,6/1/2023,overall,124.4
Sarawak,7/1/2023,overall,124.5
Sarawak,8/1/2023,overall,125
Sarawak,9/1/2023,overall,125.3
Sarawak,10/1/2023,overall,125.4
Sarawak,11/1/2023,overall,125.5
Sarawak,12/1/2023,overall,125.7
Sarawak,1/1/2024,overall,125.8
Sarawak,2/1/2024,overall,126
Sarawak,3/1/2024,overall,127.2
Sarawak,4/1/2024,overall,127.4
Sarawak,5/1/2024,overall,127.6
Sarawak,6/1/2024,overall,127.8
Sarawak,7/1/2024,overall,127.9
Sarawak,8/1/2024,overall,128.1
Sarawak,9/1/2024,overall,128.2
Sarawak,10/1/2024,overall,128
Sarawak,11/1/2024,overall,127.9
Sarawak,12/1/2024,overall,127.9
Sarawak,1/1/2025,overall,128
Sarawak,2/1/2025,overall,128.4
Sarawak,3/1/2025,overall,128.5
Sarawak,4/1/2025,overall,128.6
Sarawak,5/1/2025,overall,128.6
Sarawak,6/1/2025,overall,128.6
Sarawak,7/1/2025,overall,128.6
Sarawak,8/1/2025,overall,128.7
Sarawak,9/1/2025,overall,129
Sarawak,10/1/2025,overall,129
Sarawak,11/1/2025,overall,129.2
Sarawak,12/1/2025,overall,129.3
Sarawak,1/1/2026,overall,129.4
Sarawak,2/1/2026,overall,129.6
Sarawak,3/1/2026,overall,130
Selangor,1/1/2020,overall,125.5
Selangor,2/1/2020,overall,125.5
Selangor,3/1/2020,overall,124.2
Selangor,4/1/2020,overall,121
Selangor,5/1/2020,overall,121.3
Selangor,6/1/2020,overall,122.5
Selangor,7/1/2020,overall,123.3
Selangor,8/1/2020,overall,123.6
Selangor,9/1/2020,overall,123.7
Selangor,10/1/2020,overall,123.8
Selangor,11/1/2020,overall,123.6
Selangor,12/1/2020,overall,124.2
Selangor,1/1/2021,overall,125.7
Selangor,2/1/2021,overall,126
Selangor,3/1/2021,overall,126.5
Selangor,4/1/2021,overall,126.6
Selangor,5/1/2021,overall,126.7
Selangor,6/1/2021,overall,126.8
Selangor,7/1/2021,overall,126.2
Selangor,8/1/2021,overall,126.2
Selangor,9/1/2021,overall,126.4
Selangor,10/1/2021,overall,127.6
Selangor,11/1/2021,overall,128.1
Selangor,12/1/2021,overall,128.7
Selangor,1/1/2022,overall,129.3
Selangor,2/1/2022,overall,129.6
Selangor,3/1/2022,overall,130.1
Selangor,4/1/2022,overall,130.5
Selangor,5/1/2022,overall,131.4
Selangor,6/1/2022,overall,132.2
Selangor,7/1/2022,overall,132.8
Selangor,8/1/2022,overall,133.2
Selangor,9/1/2022,overall,133.4
Selangor,10/1/2022,overall,133.8
Selangor,11/1/2022,overall,134.2
Selangor,12/1/2022,overall,134.5
Selangor,1/1/2023,overall,134.7
Selangor,2/1/2023,overall,135.2
Selangor,3/1/2023,overall,135.3
Selangor,4/1/2023,overall,135.4
Selangor,5/1/2023,overall,135.7
Selangor,6/1/2023,overall,135.8
Selangor,7/1/2023,overall,136
Selangor,8/1/2023,overall,136.2
Selangor,9/1/2023,overall,136.2
Selangor,10/1/2023,overall,136.4
Selangor,11/1/2023,overall,136.5
Selangor,12/1/2023,overall,136.8
Selangor,1/1/2024,overall,137.1
Selangor,2/1/2024,overall,138
Selangor,3/1/2024,overall,138.1
Selangor,4/1/2024,overall,138.4
Selangor,5/1/2024,overall,139
Selangor,6/1/2024,overall,139
Selangor,7/1/2024,overall,139.2
Selangor,8/1/2024,overall,139.3
Selangor,9/1/2024,overall,139.3
Selangor,10/1/2024,overall,139.5
Selangor,11/1/2024,overall,139.4
Selangor,12/1/2024,overall,139.5
Selangor,1/1/2025,overall,139.8
Selangor,2/1/2025,overall,140.6
Selangor,3/1/2025,overall,140.6
Selangor,4/1/2025,overall,140.8
Selangor,5/1/2025,overall,141.1
Selangor,6/1/2025,overall,141.2
Selangor,7/1/2025,overall,141.3
Selangor,8/1/2025,overall,141.4
Selangor,9/1/2025,overall,141.8
Selangor,10/1/2025,overall,141.7
Selangor,11/1/2025,overall,141.6
Selangor,12/1/2025,overall,141.9
Selangor,1/1/2026,overall,142.1
Selangor,2/1/2026,overall,142.4
Selangor,3/1/2026,overall,142.8
Terengganu,1/1/2020,overall,117.8
Terengganu,2/1/2020,overall,117.8
Terengganu,3/1/2020,overall,115.9
Terengganu,4/1/2020,overall,112.5
Terengganu,5/1/2020,overall,112.8
Terengganu,6/1/2020,overall,114.7
Terengganu,7/1/2020,overall,115.8
Terengganu,8/1/2020,overall,115.9
Terengganu,9/1/2020,overall,115.7
Terengganu,10/1/2020,overall,115.7
Terengganu,11/1/2020,overall,115.5
Terengganu,12/1/2020,overall,116.5
Terengganu,1/1/2021,overall,118.2
Terengganu,2/1/2021,overall,118.8
Terengganu,3/1/2021,overall,119.2
Terengganu,4/1/2021,overall,119.6
Terengganu,5/1/2021,overall,119.8
Terengganu,6/1/2021,overall,119.8
Terengganu,7/1/2021,overall,119
Terengganu,8/1/2021,overall,118.9
Terengganu,9/1/2021,overall,119.3
Terengganu,10/1/2021,overall,120.2
Terengganu,11/1/2021,overall,120.5
Terengganu,12/1/2021,overall,121
Terengganu,1/1/2022,overall,121.4
Terengganu,2/1/2022,overall,121.7
Terengganu,3/1/2022,overall,122.1
Terengganu,4/1/2022,overall,122.3
Terengganu,5/1/2022,overall,122.8
Terengganu,6/1/2022,overall,123.5
Terengganu,7/1/2022,overall,123.7
Terengganu,8/1/2022,overall,123.6
Terengganu,9/1/2022,overall,123.8
Terengganu,10/1/2022,overall,124.1
Terengganu,11/1/2022,overall,124.5
Terengganu,12/1/2022,overall,124.5
Terengganu,1/1/2023,overall,124.7
Terengganu,2/1/2023,overall,125
Terengganu,3/1/2023,overall,125.1
Terengganu,4/1/2023,overall,125.2
Terengganu,5/1/2023,overall,125.2
Terengganu,6/1/2023,overall,125.4
Terengganu,7/1/2023,overall,125.6
Terengganu,8/1/2023,overall,125.5
Terengganu,9/1/2023,overall,125.6
Terengganu,10/1/2023,overall,125.7
Terengganu,11/1/2023,overall,125.6
Terengganu,12/1/2023,overall,126
Terengganu,1/1/2024,overall,126.1
Terengganu,2/1/2024,overall,126.8
Terengganu,3/1/2024,overall,126.9
Terengganu,4/1/2024,overall,126.9
Terengganu,5/1/2024,overall,127.2
Terengganu,6/1/2024,overall,127.4
Terengganu,7/1/2024,overall,127.6
Terengganu,8/1/2024,overall,127.6
Terengganu,9/1/2024,overall,127.5
Terengganu,10/1/2024,overall,127.6
Terengganu,11/1/2024,overall,127.6
Terengganu,12/1/2024,overall,128
Terengganu,1/1/2025,overall,128.3
Terengganu,2/1/2025,overall,128.4
Terengganu,3/1/2025,overall,128.4
Terengganu,4/1/2025,overall,128.6
Terengganu,5/1/2025,overall,128.6
Terengganu,6/1/2025,overall,128.7
Terengganu,7/1/2025,overall,128.6
Terengganu,8/1/2025,overall,129.5
Terengganu,9/1/2025,overall,129.7
Terengganu,10/1/2025,overall,129.4
Terengganu,11/1/2025,overall,129.1
Terengganu,12/1/2025,overall,129.8
Terengganu,1/1/2026,overall,129.9
Terengganu,2/1/2026,overall,130.4
Terengganu,3/1/2026,overall,130.6
Kuala Lumpur,1/1/2020,overall,123.9
Kuala Lumpur,2/1/2020,overall,123.9
Kuala Lumpur,3/1/2020,overall,122.8
Kuala Lumpur,4/1/2020,overall,120.3
Kuala Lumpur,5/1/2020,overall,120.5
Kuala Lumpur,6/1/2020,overall,121.3
Kuala Lumpur,7/1/2020,overall,121.9
Kuala Lumpur,8/1/2020,overall,122.5
Kuala Lumpur,9/1/2020,overall,122.6
Kuala Lumpur,10/1/2020,overall,122.6
Kuala Lumpur,11/1/2020,overall,122.5
Kuala Lumpur,12/1/2020,overall,122.8
Kuala Lumpur,1/1/2021,overall,124
Kuala Lumpur,2/1/2021,overall,124.2
Kuala Lumpur,3/1/2021,overall,124.7
Kuala Lumpur,4/1/2021,overall,124.9
Kuala Lumpur,5/1/2021,overall,124.9
Kuala Lumpur,6/1/2021,overall,124.9
Kuala Lumpur,7/1/2021,overall,124.3
Kuala Lumpur,8/1/2021,overall,124.4
Kuala Lumpur,9/1/2021,overall,124.5
Kuala Lumpur,10/1/2021,overall,125
Kuala Lumpur,11/1/2021,overall,125.4
Kuala Lumpur,12/1/2021,overall,125.6
Kuala Lumpur,1/1/2022,overall,126.2
Kuala Lumpur,2/1/2022,overall,126.5
Kuala Lumpur,3/1/2022,overall,126.9
Kuala Lumpur,4/1/2022,overall,127.1
Kuala Lumpur,5/1/2022,overall,127.9
Kuala Lumpur,6/1/2022,overall,128.8
Kuala Lumpur,7/1/2022,overall,129
Kuala Lumpur,8/1/2022,overall,129.4
Kuala Lumpur,9/1/2022,overall,129.5
Kuala Lumpur,10/1/2022,overall,129.8
Kuala Lumpur,11/1/2022,overall,130.2
Kuala Lumpur,12/1/2022,overall,130.4
Kuala Lumpur,1/1/2023,overall,130.4
Kuala Lumpur,2/1/2023,overall,130.7
Kuala Lumpur,3/1/2023,overall,130.7
Kuala Lumpur,4/1/2023,overall,130.6
Kuala Lumpur,5/1/2023,overall,131.2
Kuala Lumpur,6/1/2023,overall,131.4
Kuala Lumpur,7/1/2023,overall,131.4
Kuala Lumpur,8/1/2023,overall,131.5
Kuala Lumpur,9/1/2023,overall,131.5
Kuala Lumpur,10/1/2023,overall,131.6
Kuala Lumpur,11/1/2023,overall,131.4
Kuala Lumpur,12/1/2023,overall,131.6
Kuala Lumpur,1/1/2024,overall,132
Kuala Lumpur,2/1/2024,overall,132.4
Kuala Lumpur,3/1/2024,overall,132.2
Kuala Lumpur,4/1/2024,overall,132.4
Kuala Lumpur,5/1/2024,overall,132.5
Kuala Lumpur,6/1/2024,overall,132.9
Kuala Lumpur,7/1/2024,overall,133.4
Kuala Lumpur,8/1/2024,overall,133.6
Kuala Lumpur,9/1/2024,overall,133.6
Kuala Lumpur,10/1/2024,overall,133.5
Kuala Lumpur,11/1/2024,overall,133.3
Kuala Lumpur,12/1/2024,overall,133.6
Kuala Lumpur,1/1/2025,overall,133.6
Kuala Lumpur,2/1/2025,overall,133.9
Kuala Lumpur,3/1/2025,overall,133.7
Kuala Lumpur,4/1/2025,overall,134.2
Kuala Lumpur,5/1/2025,overall,134.4
Kuala Lumpur,6/1/2025,overall,134.5
Kuala Lumpur,7/1/2025,overall,134.7
Kuala Lumpur,8/1/2025,overall,135
Kuala Lumpur,9/1/2025,overall,135.4
Kuala Lumpur,10/1/2025,overall,135.6
Kuala Lumpur,11/1/2025,overall,135.6
Kuala Lumpur,12/1/2025,overall,135.7
Kuala Lumpur,1/1/2026,overall,135.8
Kuala Lumpur,2/1/2026,overall,136.1
Kuala Lumpur,3/1/2026,overall,136.6
Labuan,1/1/2020,overall,118.6
Labuan,2/1/2020,overall,118.5
Labuan,3/1/2020,overall,117.1
Labuan,4/1/2020,overall,113.8
Labuan,5/1/2020,overall,114.1
Labuan,6/1/2020,overall,115.1
Labuan,7/1/2020,overall,115.7
Labuan,8/1/2020,overall,115.9
Labuan,9/1/2020,overall,115.9
Labuan,10/1/2020,overall,115.8
Labuan,11/1/2020,overall,115.7
Labuan,12/1/2020,overall,116.3
Labuan,1/1/2021,overall,116.9
Labuan,2/1/2021,overall,117.3
Labuan,3/1/2021,overall,117.9
Labuan,4/1/2021,overall,118
Labuan,5/1/2021,overall,117.9
Labuan,6/1/2021,overall,118.1
Labuan,7/1/2021,overall,117.4
Labuan,8/1/2021,overall,117.4
Labuan,9/1/2021,overall,117.4
Labuan,10/1/2021,overall,118.3
Labuan,11/1/2021,overall,118.6
Labuan,12/1/2021,overall,118.8
Labuan,1/1/2022,overall,119.1
Labuan,2/1/2022,overall,119.3
Labuan,3/1/2022,overall,119.6
Labuan,4/1/2022,overall,119.9
Labuan,5/1/2022,overall,120.6
Labuan,6/1/2022,overall,121
Labuan,7/1/2022,overall,121.2
Labuan,8/1/2022,overall,121
Labuan,9/1/2022,overall,121
Labuan,10/1/2022,overall,121.1
Labuan,11/1/2022,overall,121.5
Labuan,12/1/2022,overall,121.5
Labuan,1/1/2023,overall,121.6
Labuan,2/1/2023,overall,122.1
Labuan,3/1/2023,overall,122.2
Labuan,4/1/2023,overall,122.3
Labuan,5/1/2023,overall,122.1
Labuan,6/1/2023,overall,122.4
Labuan,7/1/2023,overall,122.5
Labuan,8/1/2023,overall,122.8
Labuan,9/1/2023,overall,122.8
Labuan,10/1/2023,overall,122.9
Labuan,11/1/2023,overall,123.2
Labuan,12/1/2023,overall,123.3
Labuan,1/1/2024,overall,123.3
Labuan,2/1/2024,overall,123.3
Labuan,3/1/2024,overall,123.1
Labuan,4/1/2024,overall,123
Labuan,5/1/2024,overall,123.2
Labuan,6/1/2024,overall,123.6
Labuan,7/1/2024,overall,123.4
Labuan,8/1/2024,overall,123.4
Labuan,9/1/2024,overall,123.3
Labuan,10/1/2024,overall,123.4
Labuan,11/1/2024,overall,123.3
Labuan,12/1/2024,overall,123.2
Labuan,1/1/2025,overall,123.3
Labuan,2/1/2025,overall,123.6
Labuan,3/1/2025,overall,123.9
Labuan,4/1/2025,overall,123.7
Labuan,5/1/2025,overall,124
Labuan,6/1/2025,overall,124.1
Labuan,7/1/2025,overall,124.3
Labuan,8/1/2025,overall,124.4
Labuan,9/1/2025,overall,124.7
Labuan,10/1/2025,overall,124.8
Labuan,11/1/2025,overall,124.8
Labuan,12/1/2025,overall,125.4
Labuan,1/1/2026,overall,125.1
Labuan,2/1/2026,overall,126.2
Labuan,3/1/2026,overall,126.9
Putrajaya,1/1/2020,overall,121.5
Putrajaya,2/1/2020,overall,121.5
Putrajaya,3/1/2020,overall,120.5
Putrajaya,4/1/2020,overall,117.8
Putrajaya,5/1/2020,overall,116.3
Putrajaya,6/1/2020,overall,117.5
Putrajaya,7/1/2020,overall,120.5
Putrajaya,8/1/2020,overall,120.8
Putrajaya,9/1/2020,overall,120.8
Putrajaya,10/1/2020,overall,121.1
Putrajaya,11/1/2020,overall,120.7
Putrajaya,12/1/2020,overall,121.5
Putrajaya,1/1/2021,overall,122.8
Putrajaya,2/1/2021,overall,124.4
Putrajaya,3/1/2021,overall,124.6
Putrajaya,4/1/2021,overall,124.5
Putrajaya,5/1/2021,overall,124.5
Putrajaya,6/1/2021,overall,124.5
Putrajaya,7/1/2021,overall,124.3
Putrajaya,8/1/2021,overall,124.3
Putrajaya,9/1/2021,overall,125.1
Putrajaya,10/1/2021,overall,125.6
Putrajaya,11/1/2021,overall,125.8
Putrajaya,12/1/2021,overall,126.4
Putrajaya,1/1/2022,overall,128.2
Putrajaya,2/1/2022,overall,131.7
Putrajaya,3/1/2022,overall,132.1
Putrajaya,4/1/2022,overall,132.7
Putrajaya,5/1/2022,overall,133.9
Putrajaya,6/1/2022,overall,134.6
Putrajaya,7/1/2022,overall,135.2
Putrajaya,8/1/2022,overall,134.9
Putrajaya,9/1/2022,overall,135.2
Putrajaya,10/1/2022,overall,135.2
Putrajaya,11/1/2022,overall,135.8
Putrajaya,12/1/2022,overall,136.4
Putrajaya,1/1/2023,overall,135.8
Putrajaya,2/1/2023,overall,137.9
Putrajaya,3/1/2023,overall,138
Putrajaya,4/1/2023,overall,138.1
Putrajaya,5/1/2023,overall,138.1
Putrajaya,6/1/2023,overall,138.4
Putrajaya,7/1/2023,overall,138.7
Putrajaya,8/1/2023,overall,138.6
Putrajaya,9/1/2023,overall,138.7
Putrajaya,10/1/2023,overall,138.9
Putrajaya,11/1/2023,overall,138.9
Putrajaya,12/1/2023,overall,139.2
Putrajaya,1/1/2024,overall,139.5
Putrajaya,2/1/2024,overall,140.1
Putrajaya,3/1/2024,overall,140
Putrajaya,4/1/2024,overall,140.3
Putrajaya,5/1/2024,overall,140.3
Putrajaya,6/1/2024,overall,140.4
Putrajaya,7/1/2024,overall,140.3
Putrajaya,8/1/2024,overall,140.4
Putrajaya,9/1/2024,overall,140.4
Putrajaya,10/1/2024,overall,140.6
Putrajaya,11/1/2024,overall,140.4
Putrajaya,12/1/2024,overall,140.5
Putrajaya,1/1/2025,overall,140.5
Putrajaya,2/1/2025,overall,140.7
Putrajaya,3/1/2025,overall,141
Putrajaya,4/1/2025,overall,141
Putrajaya,5/1/2025,overall,141
Putrajaya,6/1/2025,overall,141.1
Putrajaya,7/1/2025,overall,141.4
Putrajaya,8/1/2025,overall,141.5
Putrajaya,9/1/2025,overall,141.8
Putrajaya,10/1/2025,overall,141.8
Putrajaya,11/1/2025,overall,141.7
Putrajaya,12/1/2025,overall,142
Putrajaya,1/1/2026,overall,142.1
Putrajaya,2/1/2026,overall,142.7
Putrajaya,3/1/2026,overall,143.3
