date,group,index,category,sub-category
1/10/2022,139,121.8,Other Services,Other services
1/11/2022,1,159.7,Food & Non-Alcoholic Beverages,Food away from home
1/11/2022,11,144.2,Food & Non-Alcoholic Beverages,Food at home
1/11/2022,12,118.3,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/11/2022,21,115.8,Alcohol & Tobacco,Alcoholic beverages
1/11/2022,23,183.7,Alcohol & Tobacco,Tobacco
1/11/2022,31,96.1,Clothing & Footwear,Clothes
1/11/2022,32,81.6,Clothing & Footwear,Shoes
1/11/2022,41,129.9,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/11/2022,43,135.7,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/11/2022,44,105.4,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/11/2022,45,98,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/11/2022,51,131.6,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/11/2022,52,93,Furnishings & Household Equipment,Household textiles
1/11/2022,53,113.1,Furnishings & Household Equipment,Household appliances
1/11/2022,54,110.2,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/11/2022,55,112.9,Furnishings & Household Equipment,Tools & equipment for house & garden
1/11/2022,56,128.5,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/11/2022,61,119.4,Health,Medicines & health products
1/11/2022,62,151.7,Health,Outpatient care services
1/11/2022,63,122.6,Health,Inpatient care services
1/11/2022,64,119.7,Health,Others health services
1/11/2022,71,96.7,Transport,Purchase of vehicles
1/11/2022,72,125.6,Transport,Operation of personal transport equipment
1/11/2022,73,119.3,Transport,Passenger transport services
1/11/2022,74,,Transport,Transport services of goods
1/11/2022,81,58.5,Communication,Information & communication equipment
1/11/2022,83,102.4,Communication,Information & communication services
1/11/2022,92,101.1,Recreation & Culture,Other recreational goods
1/11/2022,93,123.1,Recreation & Culture,Garden products & pets
1/11/2022,94,125.6,Recreation & Culture,Recreational services
1/11/2022,95,101.2,Recreation & Culture,Cultural goods
1/11/2022,96,128.2,Recreation & Culture,Cultural services
1/11/2022,97,120.9,Recreation & Culture,Newspapers & periodicals
1/11/2022,98,130.4,Recreation & Culture,Package holidays
1/11/2022,101,128.3,Education,Pre primary & primary education
1/11/2022,102,119.6,Education,Secondary education
1/11/2022,103,113.8,Education,Post-secondary non-tertiary education
1/11/2022,104,114.9,Education,Tertiary education
1/11/2022,105,120.6,Education,Education not defined by level
1/11/2022,111,148.9,Restaurants & Accommodation,Food & beverage preparation services
1/11/2022,112,105.4,Restaurants & Accommodation,Accommodation services
1/11/2022,121,110.2,Miscellaneous Goods & Services,Insurance
1/11/2022,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/11/2022,131,120,Other Services,Personal care
1/11/2022,132,139.5,Other Services,Other personal item
1/11/2022,133,129.3,Other Services,Social protection
1/11/2022,139,122,Other Services,Other services
1/12/2022,1,160.7,Food & Non-Alcoholic Beverages,Food away from home
1/12/2022,11,144.9,Food & Non-Alcoholic Beverages,Food at home
1/12/2022,12,119,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/12/2022,21,115.3,Alcohol & Tobacco,Alcoholic beverages
1/12/2022,23,183.7,Alcohol & Tobacco,Tobacco
1/12/2022,31,96.1,Clothing & Footwear,Clothes
1/12/2022,32,81.5,Clothing & Footwear,Shoes
1/12/2022,41,129.9,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/12/2022,43,135.8,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/12/2022,44,105.5,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/12/2022,45,98,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/12/2022,51,131.7,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/12/2022,52,93,Furnishings & Household Equipment,Household textiles
1/12/2022,53,113.3,Furnishings & Household Equipment,Household appliances
1/12/2022,54,110,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/12/2022,55,113.3,Furnishings & Household Equipment,Tools & equipment for house & garden
1/12/2022,56,128.6,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/12/2022,61,119.2,Health,Medicines & health products
1/12/2022,62,151.8,Health,Outpatient care services
1/12/2022,63,122.6,Health,Inpatient care services
1/12/2022,64,119.7,Health,Others health services
1/12/2022,71,96.6,Transport,Purchase of vehicles
1/12/2022,72,124.9,Transport,Operation of personal transport equipment
1/12/2022,73,130.9,Transport,Passenger transport services
1/12/2022,74,,Transport,Transport services of goods
1/12/2022,81,58.3,Communication,Information & communication equipment
1/12/2022,83,102.4,Communication,Information & communication services
1/12/2022,92,101,Recreation & Culture,Other recreational goods
1/12/2022,93,123.7,Recreation & Culture,Garden products & pets
1/12/2022,94,123.4,Recreation & Culture,Recreational services
1/12/2022,95,101.2,Recreation & Culture,Cultural goods
1/12/2022,96,128.4,Recreation & Culture,Cultural services
1/12/2022,97,121.1,Recreation & Culture,Newspapers & periodicals
1/12/2022,98,130.4,Recreation & Culture,Package holidays
1/12/2022,101,128.3,Education,Pre primary & primary education
1/12/2022,102,119.6,Education,Secondary education
1/12/2022,103,113.8,Education,Post-secondary non-tertiary education
1/12/2022,104,114.9,Education,Tertiary education
1/12/2022,105,120.6,Education,Education not defined by level
1/12/2022,111,149.5,Restaurants & Accommodation,Food & beverage preparation services
1/12/2022,112,107.6,Restaurants & Accommodation,Accommodation services
1/12/2022,121,110.2,Miscellaneous Goods & Services,Insurance
1/12/2022,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/12/2022,131,119.9,Other Services,Personal care
1/12/2022,132,138.7,Other Services,Other personal item
1/12/2022,133,129.3,Other Services,Social protection
1/12/2022,139,122.1,Other Services,Other services
1/1/2023,1,161.8,Food & Non-Alcoholic Beverages,Food away from home
1/1/2023,11,145.6,Food & Non-Alcoholic Beverages,Food at home
1/1/2023,12,119.3,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/1/2023,21,116.2,Alcohol & Tobacco,Alcoholic beverages
1/1/2023,23,183.7,Alcohol & Tobacco,Tobacco
1/1/2023,31,96.3,Clothing & Footwear,Clothes
1/1/2023,32,81.5,Clothing & Footwear,Shoes
1/1/2023,41,129.9,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/1/2023,43,136.2,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/1/2023,44,106.1,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/1/2023,45,98,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/1/2023,51,131.7,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/1/2023,52,93.2,Furnishings & Household Equipment,Household textiles
1/1/2023,53,113.6,Furnishings & Household Equipment,Household appliances
1/1/2023,54,110.4,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/1/2023,55,113.4,Furnishings & Household Equipment,Tools & equipment for house & garden
1/1/2023,56,129.5,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/1/2023,61,119.6,Health,Medicines & health products
1/1/2023,62,152.9,Health,Outpatient care services
1/1/2023,63,122.7,Health,Inpatient care services
1/1/2023,64,119.5,Health,Others health services
1/1/2023,71,96.7,Transport,Purchase of vehicles
1/1/2023,72,124.6,Transport,Operation of personal transport equipment
1/1/2023,73,125.9,Transport,Passenger transport services
1/1/2023,74,,Transport,Transport services of goods
1/1/2023,81,58.3,Communication,Information & communication equipment
1/1/2023,83,100.7,Communication,Information & communication services
1/1/2023,92,101,Recreation & Culture,Other recreational goods
1/1/2023,93,123.9,Recreation & Culture,Garden products & pets
1/1/2023,94,125.6,Recreation & Culture,Recreational services
1/1/2023,95,102.2,Recreation & Culture,Cultural goods
1/1/2023,96,128.1,Recreation & Culture,Cultural services
1/1/2023,97,121.6,Recreation & Culture,Newspapers & periodicals
1/1/2023,98,132,Recreation & Culture,Package holidays
1/1/2023,101,128.7,Education,Pre primary & primary education
1/1/2023,102,119.6,Education,Secondary education
1/1/2023,103,114.7,Education,Post-secondary non-tertiary education
1/1/2023,104,114.9,Education,Tertiary education
1/1/2023,105,123,Education,Education not defined by level
1/1/2023,111,150.5,Restaurants & Accommodation,Food & beverage preparation services
1/1/2023,112,106.6,Restaurants & Accommodation,Accommodation services
1/1/2023,121,110.2,Miscellaneous Goods & Services,Insurance
1/1/2023,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/1/2023,131,120.1,Other Services,Personal care
1/1/2023,132,140.1,Other Services,Other personal item
1/1/2023,133,130.6,Other Services,Social protection
1/1/2023,139,122.4,Other Services,Other services
1/2/2023,1,162.2,Food & Non-Alcoholic Beverages,Food away from home
1/2/2023,11,146.4,Food & Non-Alcoholic Beverages,Food at home
1/2/2023,12,119.6,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/2/2023,21,116.2,Alcohol & Tobacco,Alcoholic beverages
1/2/2023,23,183.7,Alcohol & Tobacco,Tobacco
1/2/2023,31,96.3,Clothing & Footwear,Clothes
1/2/2023,32,81.4,Clothing & Footwear,Shoes
1/2/2023,41,130.8,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/2/2023,43,136.4,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/2/2023,44,106.2,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/2/2023,45,98,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/2/2023,51,131.6,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/2/2023,52,93.2,Furnishings & Household Equipment,Household textiles
1/2/2023,53,113.8,Furnishings & Household Equipment,Household appliances
1/2/2023,54,110.2,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/2/2023,55,113.5,Furnishings & Household Equipment,Tools & equipment for house & garden
1/2/2023,56,129.9,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/2/2023,61,120.2,Health,Medicines & health products
1/2/2023,62,153.6,Health,Outpatient care services
1/2/2023,63,122.7,Health,Inpatient care services
1/2/2023,64,119.5,Health,Others health services
1/2/2023,71,96.6,Transport,Purchase of vehicles
1/2/2023,72,124.6,Transport,Operation of personal transport equipment
1/2/2023,73,123.2,Transport,Passenger transport services
1/2/2023,74,,Transport,Transport services of goods
1/2/2023,81,58.3,Communication,Information & communication equipment
1/2/2023,83,100.7,Communication,Information & communication services
1/2/2023,92,100.7,Recreation & Culture,Other recreational goods
1/2/2023,93,124.8,Recreation & Culture,Garden products & pets
1/2/2023,94,124.2,Recreation & Culture,Recreational services
1/2/2023,95,102.6,Recreation & Culture,Cultural goods
1/2/2023,96,128.5,Recreation & Culture,Cultural services
1/2/2023,97,121.8,Recreation & Culture,Newspapers & periodicals
1/2/2023,98,132.1,Recreation & Culture,Package holidays
1/2/2023,101,129.3,Education,Pre primary & primary education
1/2/2023,102,120.5,Education,Secondary education
1/2/2023,103,114.7,Education,Post-secondary non-tertiary education
1/2/2023,104,115,Education,Tertiary education
1/2/2023,105,123.1,Education,Education not defined by level
1/2/2023,111,151.7,Restaurants & Accommodation,Food & beverage preparation services
1/2/2023,112,108.4,Restaurants & Accommodation,Accommodation services
1/2/2023,121,110.3,Miscellaneous Goods & Services,Insurance
1/2/2023,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/2/2023,131,120.6,Other Services,Personal care
1/2/2023,132,141,Other Services,Other personal item
1/2/2023,133,130.8,Other Services,Social protection
1/2/2023,139,122.5,Other Services,Other services
1/3/2023,1,162.5,Food & Non-Alcoholic Beverages,Food away from home
1/3/2023,11,146.4,Food & Non-Alcoholic Beverages,Food at home
1/3/2023,12,120.7,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/3/2023,21,116.4,Alcohol & Tobacco,Alcoholic beverages
1/3/2023,23,183.7,Alcohol & Tobacco,Tobacco
1/3/2023,31,96.4,Clothing & Footwear,Clothes
1/3/2023,32,81.4,Clothing & Footwear,Shoes
1/3/2023,41,130.8,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/3/2023,43,136.3,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/3/2023,44,106.2,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/3/2023,45,98,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/3/2023,51,132.1,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/3/2023,52,93.3,Furnishings & Household Equipment,Household textiles
1/3/2023,53,113.9,Furnishings & Household Equipment,Household appliances
1/3/2023,54,110.3,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/3/2023,55,113.5,Furnishings & Household Equipment,Tools & equipment for house & garden
1/3/2023,56,130.1,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/3/2023,61,120.3,Health,Medicines & health products
1/3/2023,62,153.9,Health,Outpatient care services
1/3/2023,63,122.7,Health,Inpatient care services
1/3/2023,64,119.5,Health,Others health services
1/3/2023,71,96.7,Transport,Purchase of vehicles
1/3/2023,72,124.7,Transport,Operation of personal transport equipment
1/3/2023,73,119.5,Transport,Passenger transport services
1/3/2023,74,,Transport,Transport services of goods
1/3/2023,81,58.3,Communication,Information & communication equipment
1/3/2023,83,100.7,Communication,Information & communication services
1/3/2023,92,100.8,Recreation & Culture,Other recreational goods
1/3/2023,93,124.4,Recreation & Culture,Garden products & pets
1/3/2023,94,124.3,Recreation & Culture,Recreational services
1/3/2023,95,102.6,Recreation & Culture,Cultural goods
1/3/2023,96,128.7,Recreation & Culture,Cultural services
1/3/2023,97,122,Recreation & Culture,Newspapers & periodicals
1/3/2023,98,132.2,Recreation & Culture,Package holidays
1/3/2023,101,129.7,Education,Pre primary & primary education
1/3/2023,102,120.6,Education,Secondary education
1/3/2023,103,114.7,Education,Post-secondary non-tertiary education
1/3/2023,104,115,Education,Tertiary education
1/3/2023,105,123.1,Education,Education not defined by level
1/3/2023,111,152,Restaurants & Accommodation,Food & beverage preparation services
1/3/2023,112,108.9,Restaurants & Accommodation,Accommodation services
1/3/2023,121,110.3,Miscellaneous Goods & Services,Insurance
1/3/2023,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/3/2023,131,120.9,Other Services,Personal care
1/3/2023,132,142.2,Other Services,Other personal item
1/3/2023,133,130.9,Other Services,Social protection
1/3/2023,139,122.5,Other Services,Other services
1/4/2023,1,162.6,Food & Non-Alcoholic Beverages,Food away from home
1/4/2023,11,146,Food & Non-Alcoholic Beverages,Food at home
1/4/2023,12,120.7,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/4/2023,21,116.4,Alcohol & Tobacco,Alcoholic beverages
1/4/2023,23,183.7,Alcohol & Tobacco,Tobacco
1/4/2023,31,96.3,Clothing & Footwear,Clothes
1/4/2023,32,81.2,Clothing & Footwear,Shoes
1/4/2023,41,130.8,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/4/2023,43,136.4,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/4/2023,44,106.2,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/4/2023,45,98,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/4/2023,51,132.1,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/4/2023,52,93.2,Furnishings & Household Equipment,Household textiles
1/4/2023,53,113.9,Furnishings & Household Equipment,Household appliances
1/4/2023,54,110.4,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/4/2023,55,113.5,Furnishings & Household Equipment,Tools & equipment for house & garden
1/4/2023,56,130.2,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/4/2023,61,120.2,Health,Medicines & health products
1/4/2023,62,154,Health,Outpatient care services
1/4/2023,63,122.7,Health,Inpatient care services
1/4/2023,64,119.3,Health,Others health services
1/4/2023,71,96.7,Transport,Purchase of vehicles
1/4/2023,72,125,Transport,Operation of personal transport equipment
1/4/2023,73,121.6,Transport,Passenger transport services
1/4/2023,74,,Transport,Transport services of goods
1/4/2023,81,58.3,Communication,Information & communication equipment
1/4/2023,83,100.7,Communication,Information & communication services
1/4/2023,92,100.8,Recreation & Culture,Other recreational goods
1/4/2023,93,124.6,Recreation & Culture,Garden products & pets
1/4/2023,94,125.3,Recreation & Culture,Recreational services
1/4/2023,95,102.9,Recreation & Culture,Cultural goods
1/4/2023,96,128.7,Recreation & Culture,Cultural services
1/4/2023,97,122,Recreation & Culture,Newspapers & periodicals
1/4/2023,98,131,Recreation & Culture,Package holidays
1/4/2023,101,130,Education,Pre primary & primary education
1/4/2023,102,120.7,Education,Secondary education
1/4/2023,103,114.7,Education,Post-secondary non-tertiary education
1/4/2023,104,115,Education,Tertiary education
1/4/2023,105,123.1,Education,Education not defined by level
1/4/2023,111,152.3,Restaurants & Accommodation,Food & beverage preparation services
1/4/2023,112,107.3,Restaurants & Accommodation,Accommodation services
1/4/2023,121,110.3,Miscellaneous Goods & Services,Insurance
1/4/2023,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/4/2023,131,120.6,Other Services,Personal care
1/4/2023,132,145.8,Other Services,Other personal item
1/4/2023,133,130.9,Other Services,Social protection
1/4/2023,139,122.5,Other Services,Other services
1/5/2023,1,163.8,Food & Non-Alcoholic Beverages,Food away from home
1/5/2023,11,146.4,Food & Non-Alcoholic Beverages,Food at home
1/5/2023,12,121.1,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/5/2023,21,116.8,Alcohol & Tobacco,Alcoholic beverages
1/5/2023,23,183.7,Alcohol & Tobacco,Tobacco
1/5/2023,31,96.4,Clothing & Footwear,Clothes
1/5/2023,32,81.1,Clothing & Footwear,Shoes
1/5/2023,41,131.6,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/5/2023,43,136.3,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/5/2023,44,106.2,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/5/2023,45,98,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/5/2023,51,132.2,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/5/2023,52,93.3,Furnishings & Household Equipment,Household textiles
1/5/2023,53,113.9,Furnishings & Household Equipment,Household appliances
1/5/2023,54,110.6,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/5/2023,55,113.8,Furnishings & Household Equipment,Tools & equipment for house & garden
1/5/2023,56,130.4,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/5/2023,61,120.3,Health,Medicines & health products
1/5/2023,62,154.5,Health,Outpatient care services
1/5/2023,63,122.7,Health,Inpatient care services
1/5/2023,64,119.3,Health,Others health services
1/5/2023,71,96.9,Transport,Purchase of vehicles
1/5/2023,72,125.1,Transport,Operation of personal transport equipment
1/5/2023,73,116.9,Transport,Passenger transport services
1/5/2023,74,,Transport,Transport services of goods
1/5/2023,81,58.1,Communication,Information & communication equipment
1/5/2023,83,98.2,Communication,Information & communication services
1/5/2023,92,100.8,Recreation & Culture,Other recreational goods
1/5/2023,93,124.8,Recreation & Culture,Garden products & pets
1/5/2023,94,126.1,Recreation & Culture,Recreational services
1/5/2023,95,103.1,Recreation & Culture,Cultural goods
1/5/2023,96,128.7,Recreation & Culture,Cultural services
1/5/2023,97,121.9,Recreation & Culture,Newspapers & periodicals
1/5/2023,98,131,Recreation & Culture,Package holidays
1/5/2023,101,130.5,Education,Pre primary & primary education
1/5/2023,102,121,Education,Secondary education
1/5/2023,103,114.5,Education,Post-secondary non-tertiary education
1/5/2023,104,115,Education,Tertiary education
1/5/2023,105,123.1,Education,Education not defined by level
1/5/2023,111,152.6,Restaurants & Accommodation,Food & beverage preparation services
1/5/2023,112,109.5,Restaurants & Accommodation,Accommodation services
1/5/2023,121,110.3,Miscellaneous Goods & Services,Insurance
1/5/2023,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/5/2023,131,121.3,Other Services,Personal care
1/5/2023,132,147.2,Other Services,Other personal item
1/5/2023,133,130.9,Other Services,Social protection
1/5/2023,139,122.6,Other Services,Other services
1/6/2023,1,164,Food & Non-Alcoholic Beverages,Food away from home
1/6/2023,11,146.5,Food & Non-Alcoholic Beverages,Food at home
1/6/2023,12,121.3,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/6/2023,21,116.8,Alcohol & Tobacco,Alcoholic beverages
1/6/2023,23,183.7,Alcohol & Tobacco,Tobacco
1/6/2023,31,96.4,Clothing & Footwear,Clothes
1/6/2023,32,81,Clothing & Footwear,Shoes
1/6/2023,41,131.6,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/6/2023,43,136.3,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/6/2023,44,106.2,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/6/2023,45,98,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/6/2023,51,132.3,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/6/2023,52,93.3,Furnishings & Household Equipment,Household textiles
1/6/2023,53,113.6,Furnishings & Household Equipment,Household appliances
1/6/2023,54,110.6,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/6/2023,55,113.9,Furnishings & Household Equipment,Tools & equipment for house & garden
1/6/2023,56,130.6,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/6/2023,61,120.4,Health,Medicines & health products
1/6/2023,62,155.3,Health,Outpatient care services
1/6/2023,63,122.7,Health,Inpatient care services
1/6/2023,64,119.3,Health,Others health services
1/6/2023,71,96.8,Transport,Purchase of vehicles
1/6/2023,72,125.2,Transport,Operation of personal transport equipment
1/6/2023,73,120.4,Transport,Passenger transport services
1/6/2023,74,,Transport,Transport services of goods
1/6/2023,81,58.1,Communication,Information & communication equipment
1/6/2023,83,98.2,Communication,Information & communication services
1/6/2023,92,101,Recreation & Culture,Other recreational goods
1/6/2023,93,125,Recreation & Culture,Garden products & pets
1/6/2023,94,126.7,Recreation & Culture,Recreational services
1/6/2023,95,103.1,Recreation & Culture,Cultural goods
1/6/2023,96,128.7,Recreation & Culture,Cultural services
1/6/2023,97,122,Recreation & Culture,Newspapers & periodicals
1/6/2023,98,131.1,Recreation & Culture,Package holidays
1/6/2023,101,130.8,Education,Pre primary & primary education
1/6/2023,102,121.1,Education,Secondary education
1/6/2023,103,114.5,Education,Post-secondary non-tertiary education
1/6/2023,104,115,Education,Tertiary education
1/6/2023,105,123.1,Education,Education not defined by level
1/6/2023,111,153,Restaurants & Accommodation,Food & beverage preparation services
1/6/2023,112,109.5,Restaurants & Accommodation,Accommodation services
1/6/2023,121,110.3,Miscellaneous Goods & Services,Insurance
1/6/2023,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/6/2023,131,121.6,Other Services,Personal care
1/6/2023,132,147.8,Other Services,Other personal item
1/6/2023,133,130.9,Other Services,Social protection
1/6/2023,139,122.6,Other Services,Other services
1/7/2023,1,165.2,Food & Non-Alcoholic Beverages,Food away from home
1/7/2023,11,146.6,Food & Non-Alcoholic Beverages,Food at home
1/7/2023,12,121.5,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/7/2023,21,116.8,Alcohol & Tobacco,Alcoholic beverages
1/7/2023,23,183.7,Alcohol & Tobacco,Tobacco
1/7/2023,31,96.4,Clothing & Footwear,Clothes
1/7/2023,32,81,Clothing & Footwear,Shoes
1/7/2023,41,131.6,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/7/2023,43,136.4,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/7/2023,44,106.2,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/7/2023,45,98,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/7/2023,51,132.1,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/7/2023,52,93.5,Furnishings & Household Equipment,Household textiles
1/7/2023,53,113.6,Furnishings & Household Equipment,Household appliances
1/7/2023,54,110.6,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/7/2023,55,114.2,Furnishings & Household Equipment,Tools & equipment for house & garden
1/7/2023,56,131,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/7/2023,61,120.9,Health,Medicines & health products
1/7/2023,62,155.4,Health,Outpatient care services
1/7/2023,63,122.7,Health,Inpatient care services
1/7/2023,64,119.3,Health,Others health services
1/7/2023,71,96.8,Transport,Purchase of vehicles
1/7/2023,72,125.3,Transport,Operation of personal transport equipment
1/7/2023,73,120.5,Transport,Passenger transport services
1/7/2023,74,,Transport,Transport services of goods
1/7/2023,81,57.9,Communication,Information & communication equipment
1/7/2023,83,98.2,Communication,Information & communication services
1/7/2023,92,101.1,Recreation & Culture,Other recreational goods
1/7/2023,93,124.8,Recreation & Culture,Garden products & pets
1/7/2023,94,125.9,Recreation & Culture,Recreational services
1/7/2023,95,103.3,Recreation & Culture,Cultural goods
1/7/2023,96,128.7,Recreation & Culture,Cultural services
1/7/2023,97,122.1,Recreation & Culture,Newspapers & periodicals
1/7/2023,98,132.8,Recreation & Culture,Package holidays
1/7/2023,101,131,Education,Pre primary & primary education
1/7/2023,102,121.2,Education,Secondary education
1/7/2023,103,114.5,Education,Post-secondary non-tertiary education
1/7/2023,104,115,Education,Tertiary education
1/7/2023,105,123.1,Education,Education not defined by level
1/7/2023,111,153.3,Restaurants & Accommodation,Food & beverage preparation services
1/7/2023,112,110.4,Restaurants & Accommodation,Accommodation services
1/7/2023,121,110.2,Miscellaneous Goods & Services,Insurance
1/7/2023,122,114.7,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/7/2023,131,121.7,Other Services,Personal care
1/7/2023,132,146.9,Other Services,Other personal item
1/7/2023,133,131.5,Other Services,Social protection
1/7/2023,139,122.7,Other Services,Other services
1/8/2023,1,165.8,Food & Non-Alcoholic Beverages,Food away from home
1/8/2023,11,146.5,Food & Non-Alcoholic Beverages,Food at home
1/8/2023,12,121.3,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/8/2023,21,116.8,Alcohol & Tobacco,Alcoholic beverages
1/8/2023,23,183.7,Alcohol & Tobacco,Tobacco
1/8/2023,31,96.4,Clothing & Footwear,Clothes
1/8/2023,32,81,Clothing & Footwear,Shoes
1/8/2023,41,132,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/8/2023,43,136.4,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/8/2023,44,107.9,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/8/2023,45,98,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/8/2023,51,132,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/8/2023,52,93.5,Furnishings & Household Equipment,Household textiles
1/8/2023,53,113.7,Furnishings & Household Equipment,Household appliances
1/8/2023,54,110.6,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/8/2023,55,114.4,Furnishings & Household Equipment,Tools & equipment for house & garden
1/8/2023,56,131.5,Furnishings & Household Equipment,Goods & services for routine household maintenance
